Id,AccountId,IsClosed,IsWon,Type,Industry__c,CloseDate,StageName,Lost_Reason__c,Lost_to_Competitor__c,With_Competitor__c,Won_Loss_Detail__c
0060h000019Djc2AAC,0010h00001Xn6XnAAJ,FALSE,FALSE,New Business,Healthcare,2/28/2020,Assessing,,,Reputation.com,
0060h000019CTwbAAG,0010h00001Y0YRBAA3,FALSE,FALSE,New Business,Healthcare,12/28/2019,Assessing,,,,
0060h000019CZ67AAG,0010h00001Xn6Y5AAJ,FALSE,FALSE,New Business,Healthcare,12/27/2019,Validating,,,,
0060h000019CzWTAA0,0010h00001blJWmAAM,FALSE,FALSE,New Business,Healthcare,12/23/2019,Assessing,,,,
0060h00001AmUBXAA3,0010L00001muttJQAQ,FALSE,FALSE,New Business,Healthcare,12/7/2019,Prospecting,,,Reputation.com,
0060h000018OqmTAAS,0010L00001mutOHQAY,FALSE,FALSE,New Business,Healthcare,12/6/2019,Assessing,,,Yext,
0060h000019Dxl2AAC,0010L00001rIvpuQAC,FALSE,FALSE,New Business,Healthcare,12/6/2019,Prospecting,,,,
0060h000019DuGeAAK,0010h00001bmjg5AAA,FALSE,FALSE,New Business,Healthcare,12/3/2019,Prospecting,,,,
0060h000019Dq3QAAS,0010h00001bmhVNAAY,FALSE,FALSE,New Business,Healthcare,12/1/2019,Prospecting,,,,
0060h000018NvAcAAK,0010L00001mutyBQAQ,FALSE,FALSE,New Business,Healthcare,11/30/2019,Redlines,,,,
0060h000019DogQAAS,001E000001EqFJLIA3,FALSE,FALSE,New Business,Healthcare,11/30/2019,Assessing,,,,
0060h000018l1WCAAY,001E000000jBQmtIAG,FALSE,FALSE,New Business,Healthcare,11/29/2019,Confirming,,,,
0060h000019D7PkAAK,0010h00001ZJRIgAAP,FALSE,FALSE,New Business,Healthcare,11/22/2019,Validating,,,,
0060h000018lJ88AAE,0010L00001mutMnQAI,FALSE,FALSE,New Business,Healthcare,11/20/2019,Validating,,,,
0060h000019DWoYAAW,0010h00001Zp0eCAAR,FALSE,FALSE,New Business,Healthcare,11/17/2019,Prospecting,,,,
0060h000019DVLWAA4,001E000000jC9mBIAS,FALSE,FALSE,New Business,Healthcare,11/16/2019,Prospecting,,,,
0060h000019DMZaAAO,001E000000jBQkEIAW,FALSE,FALSE,New Business,Healthcare,11/8/2019,Confirming,,,,
0060h000019DJbYAAW,0010L00001mutPQQAY,FALSE,FALSE,New Business,Healthcare,11/5/2019,Assessing,,,Other,
0060h000019DEtnAAG,0010L00001mutgYQAQ,FALSE,FALSE,New Business,Healthcare,11/3/2019,Assessing,,,,
0060h000019DEAWAA4,0010L00001oQzXZQA0,FALSE,FALSE,New Business,Healthcare,11/3/2019,Prospecting,,,,
0060h000019DF6XAAW,001E000001fq9fmIAA,FALSE,FALSE,New Business,Healthcare,11/3/2019,Validating,,,,
0060h000018O0aJAAS,001E000001cEPewIAG,FALSE,FALSE,New Business,Healthcare,10/31/2019,Confirming,,,MOZ,
0060h000018OhlZAAS,001E000001fq9fIIAQ,FALSE,FALSE,New Business,Healthcare,10/31/2019,Confirming,,,Yext,
0060h000018Me62AAC,001E000001fq9gdIAA,FALSE,FALSE,New Business,Healthcare,10/31/2019,Negotiating,,,,
0060h000018OHphAAG,001E000001EqFp8IAF,FALSE,FALSE,New Business,Healthcare,10/31/2019,Validating,,,Reputation.com,
0060h000019DPyfAAG,0010h00001bm9L6AAI,FALSE,FALSE,New Business,Healthcare,10/31/2019,Validating,,,,
0060h000016yq70AAA,0010h00001Xn6YqAAJ,FALSE,FALSE,New Business,Healthcare,10/30/2019,Assessing,,,,
0060h000019DS64AAG,0010h00001Y0SlxAAF,FALSE,FALSE,New Business,Healthcare,10/28/2019,Assessing,,,,
0060h000019D6nCAAS,0010h00001XmdxFAAR,FALSE,FALSE,New Business,Healthcare,10/27/2019,Validating,,,,
0060h000019D44VAAS,001E000000jCN2vIAG,FALSE,FALSE,New Business,Healthcare,10/25/2019,Assessing,,,Reputation.com,
0060h000019D020AAC,001E000001cEPfzIAG,FALSE,FALSE,New Business,Healthcare,10/21/2019,Validating,,,,
0060h000019CwbmAAC,0010h00001Xn6bOAAR,FALSE,FALSE,New Business,Healthcare,10/19/2019,Prospecting,,,,
0060h000018NvAwAAK,0010h00001Xn6XBAAZ,FALSE,FALSE,New Business,Healthcare,10/17/2019,Redlines,,,,
0060h000019Ci1bAAC,0010h00001Xn6YtAAJ,FALSE,FALSE,New Business,Healthcare,10/15/2019,Redlines,,,,
0060h000019Cp7ZAAS,0010L00001owgN0QAI,FALSE,FALSE,New Business,Healthcare,10/12/2019,Prospecting,,,Yext,
0060h000019DiRFAA0,0010L00001id9M5QAI,FALSE,FALSE,New Business,Healthcare,10/11/2019,Redlines,,,Reputation.com,
0060h000019CNEjAAO,001E000001cEPqhIAG,TRUE,FALSE,New Business,Healthcare,10/9/2019,Closed Lost,No Show,,,
0060h000018NlbkAAC,0010h00001awFIbAAM,TRUE,FALSE,New Business,Healthcare,10/9/2019,Closed Lost,Delayed Opportunity,,Rio SEO,wants me to reach back out after december
0060h000019Ci91AAC,001E000000jC7RFIA0,TRUE,FALSE,New Business,Healthcare,10/7/2019,Closed Lost,Lost to Competitor,,Yext,Thay had previous did a 6 month pilot with them - they were going to move forward and revisiting as a formality.
0060h000019DS6YAAW,0010h00001bmGAlAAM,TRUE,FALSE,New Business,Healthcare,10/3/2019,Closed Lost,Referrals Only,,Other,Won't do resller agreements - will only intro to their clients to see if they will sign up with vendors.
0060h000019CNBaAAO,001E000000jBQmtIAG,FALSE,FALSE,New Business,Healthcare,9/30/2019,Negotiating,,,,
0060h000018OPecAAG,001E000000jCN3FIAW,FALSE,FALSE,New Business,Healthcare,9/25/2019,Negotiating,,,Reputation.com,
0060h000019CHqjAAG,001E00000169TDnIAM,FALSE,FALSE,New Business,Healthcare,9/20/2019,Assessing,,,Wouldn't Say,
0060h000019DRRLAA4,0010h00001bmFEHAA2,TRUE,TRUE,New Business,Healthcare,9/20/2019,Closed Won,Product Feature: Listings,,Yext,"Date of when they first heard about us or when we first started reaching out
Met at SHSMD conference on 9/8/2019.

How they heard about us
Booth at trade show

Number of pitches throughout sales cycle
One pitch to their whole marketing and digital team. 

Titles of Champion and Decision Maker
DM & Champion - Robin - Met at SHSMD - Sr. VP Marketing & Sales
2nd Champion and user - Brittany - Social Media & Marketing Coordinator

Favorite Chatmeter products
Listings product with Yelp & Rankings
Our team here to talk about listings and help give advice. Yext had repeated dropped the ball on service support with them and their listings were in terrible shape. 

Used our listings collateral and Chatmeter vs. Yext deck to speak to problems with syndication and suppression with Yest. 
Also, we ran out of Starbucks coffee cards, so I used sendoso to send Robin a gift card right after the conference to get back on the line. And keep our momentum going. 

Any hurdles the contact had to overcome on their side to sign the contract
Fastest medical contract review I have ever had. They are a different kind of provider, so they didn't have a much red tape. 

Length of sales cycle

Less than 2 weeks. 

Competitors won against
Yext."
0060h000018lMnFAAU,001E000001fq9fQIAQ,TRUE,FALSE,New Business,Healthcare,9/18/2019,Closed Lost,Stayed with Competitor,,,Jennifer stopped responded to all my emails and calls.
0060h000019DPABAA4,0010L00001rIv7RQAS,TRUE,FALSE,New Business,Healthcare,9/17/2019,Closed Lost,Locked in Contract,,,Mike jumped on a quick call. They just partnered with Yext & Doctor.com recently and are not looking to leave at this time. He said to follow up in April 2020 to get on the evaluation docket.
0060h000019C6KgAAK,0010h00001Xn6XDAAZ,TRUE,FALSE,New Business,Healthcare,9/17/2019,Closed Lost,Referrals Only,,,They were just looking for a referral agreement with some ridiculous terms.
0060h000019DNyhAAG,0010h00001Xn6YjAAJ,TRUE,FALSE,New Business,Healthcare,9/16/2019,Closed Lost,Locked in Contract,,Reputation.com,"Signed with Rep.com in April 2019 for a 3 year agreement. Shantel took the call because Brett pressed that she should get on the line, but she is not shopping at all. We talked New Orleans for a little bit and I said she should go to the wildlife refuge.
Follow up in Nov/Dec 2021 to evaluate vendors to change in 2022"
0060h000019DCqdAAG,0010h00001blQMvAAM,TRUE,FALSE,New Business,Healthcare,9/6/2019,Closed Lost,Reseller Opportunity,,,"$1000 per month min. is WAY out of budget for them... referring over to partner

Kevin passed to Shelley on 9/6"
0060h000019Cve6AAC,0010h00001blDs0AAE,TRUE,TRUE,New Business,Healthcare,8/29/2019,Closed Won,Customer/Partner Referral,,,"Date of when they first heard about us or when we first started reaching out
8/19

How they heard about us
filled out get started form upon referral from current client BioScrip that kylie manages

Number of pitches throughout sales cycle
1

Titles of Champion and Decision Maker
Courtney Seal -digital marketing specialist
Jeff Becker 

Favorite Chatmeter products
Platform

State if the contact ever went dark, how long, and how they came back (BDR got them back on, requested a demo)
Never went dark

Any marketing content downloads (case study, downloads, webinars, etc.)
sendoso coffee gift card

Participation from other Chatmeter departments that assisted in the close (Tracy or Michael to discuss onboarding, Marketing did an ROI report, Any member of the exec team)
kylie carlton had relationship with company they purchased so we demoed together

Any hurdles the contact had to overcome on their side to sign the contract
no

Length of sales cycle
10 days

Competitors won against
none"
0060h000017IWFeAAO,0010h00001ZJRIgAAP,TRUE,FALSE,New Business,Healthcare,8/28/2019,Closed Lost,SE Turnover,,,They showed no interest to Tania before she left - only wanted a patient survey tool.
0060h000019CdEnAAK,0010h00001awFJoAAM,TRUE,FALSE,New Business,Healthcare,8/23/2019,Closed Lost,Didn't See Value,,SweetIQ,They aren't looking to expand Local SEO management for more than 10 locations and to make any changes.
0060h000019CwjMAAS,001E000001gQXAdIAO,TRUE,FALSE,New Business,Healthcare,8/22/2019,Closed Lost,Didn't See Value,,Reputation.com,"not interested in switching vendors, seeing a demo , etc."
0060h000018NjxpAAC,0010h00001Xn6ZhAAJ,TRUE,FALSE,New Business,Healthcare,8/22/2019,Closed Lost,Corporate Takeover,,,Danielle got back to me. They are in a re-org and can't make any vendor choices for the foreseeable future. Keeping in touch and she is pushing for listings change.
0060h000018MukBAAS,0010L00001idaUcQAI,TRUE,FALSE,New Business,Healthcare,8/21/2019,Closed Lost,Delayed Opportunity,,,The last email stated that other projects have come up and want us to touch base towards the end of the year.
0060h000019CPJ6AAO,001E000000qJhzSIAS,TRUE,FALSE,New Business,Healthcare,8/21/2019,Closed Lost,Locked in Contract,,Reputation.com,Locked into a contract with Rep.com until late 2020
0060h000019CisTAAS,0010h00001Xn6Z5AAJ,TRUE,FALSE,New Business,Healthcare,8/21/2019,Closed Lost,Locked in Contract,,Wouldn't Say,just signed with a competitor and only took the call because their CEO told them to. wouldnt say competitor name
0060h000018O4wJAAS,0010L00001oQzW2QAK,TRUE,TRUE,New Business,Healthcare,8/19/2019,Closed Won,Product Feature: All-In-One Dash,,Sprinklr,"Closed win notes in Pilot - 
To close this side was a huge effort from Ally, Oscar, Tracy, Michael, Lee, & really the whole Chatmeter team for jumping on calls and showing tons of value during these 2 months of limbo. 

Side note, I DO NOT recommend doing pilots in the future."
0060h000018OQd1AAG,001E000001fq9NLIAY,TRUE,FALSE,New Business,Healthcare,8/14/2019,Closed Lost,No Show,,,
0060h000019CX4FAAW,001E000001655I9IAI,TRUE,FALSE,New Business,Healthcare,8/13/2019,Closed Lost,Locked in Contract,,SOCi,the client is in contract with 2 vendors at the moment and said not making a switch. Wants follow up in 6 months when it ends
0060h000018OigQAAS,001E000000qJieZIAS,TRUE,FALSE,New Business,Healthcare,8/12/2019,Closed Lost,Champion Left - New Main Contact,,,contact left company - cannot get in touch with corporate to reconnect
0060h000018OFefAAG,0010h00001awXSaAAM,TRUE,FALSE,New Business,Healthcare,8/8/2019,Closed Lost,Customer Not Qualified,,,"over inflated the locations he works with, said 115 one time and then another under 50 locations.  Not worth the time"
0060h000017HPClAAO,0010L00001mutOHQAY,TRUE,FALSE,New Business,Healthcare,8/2/2019,Closed Lost,SE Turnover,,Yext,
0060h000018NGXGAA4,0010L00001qXBUKQA4,TRUE,FALSE,New Business,Healthcare,8/1/2019,Closed Lost,Corporate Takeover,,,Another team taking over this project. reconnecting
0060h000018OUgoAAG,001E000000jBQr3IAG,TRUE,FALSE,New Business,Healthcare,8/1/2019,Closed Lost,Customer Stopped Responding,,,"Alexa emailed me to let me know she was forwarding everything to the CEO, Richard Albee. After several linked in, calls, and email attempts there has been no response from Alexa or Mr. Albee. Brandon will keep on this one, trying to re-engage."
0060h000018OXeWAAW,0010L00001idaV2QAI,TRUE,TRUE,New Business,Healthcare,7/30/2019,Closed Won,Product Feature: Reputation,,,"Win Details: Win Details: 

How they heard about us : Outbound Call/BDR (Brett).... Aleshia was new in role, happened to be great timing. 

Number of pitches throughout the sales cycle
1 discovery call/dashboard review 

Titles of Champion and Decision Maker
Aleshia- Digital and Social Media Manager
DM: Todd Spittal- CEO/President

Favorite Chatmeter products
All in one dashboard, review monitoring (PULSE) and responding

State if the contact ever went dark, how long, and how they came back (BDR got them back on, requested a demo)
Never went dark- Never went dark- communicated well the whole cycle 

Any marketing content downloads (case study, downloads, webinars, etc.):
n/a

Participation from other Chatmeter departments that assisted in the close 
n/a

Any hurdles the contact had to overcome on their side to sign the contract
Todd was against annual contract and wanted a Term for Convenience- I emailed him that we couldn't do that but that we would be willing to compromise in other ways- Lee joined the call and approved moving forward without auto renew. 

Length of sales cycle
1.5mo due to Aleshia moving and 2 week lag time between follow ups 

Competitors won against
Aleshia let me know she was shopping but would not divulge competitors other than mentioning Rep.com 

Sendoso: 
Sent Aleshia a Cheeseboard for her new house."
0060h000019CGAFAA4,0010L00001muteqQAA,TRUE,FALSE,New Business,Healthcare,7/26/2019,Closed Lost,Locked in Contract,,Yext,Locked in with Yext for listings and are not going to evaluate at this renewal cycle.
0060h000018OrqqAAC,001E000001EqFTfIAN,TRUE,FALSE,New Business,Healthcare,7/26/2019,Closed Lost,Budget,,,No budget until next budgeting cycle in March 2020 for the budget that starts Oct 2020
0060h000018OhmwAAC,0010h00001awh2eAAA,TRUE,FALSE,New Business,Healthcare,7/24/2019,Closed Lost,Stayed with Competitor,,Brandify,Found out on the call and followup meeting they're with Brandify until next June.
0060h000018Nle5AAC,0010L00001mQiRxQAK,FALSE,FALSE,New Business,Healthcare,7/23/2019,Prospecting,,,Yext,
0060h000018NaJ2AAK,001E000000qJiScIAK,TRUE,FALSE,New Business,Healthcare,7/22/2019,Closed Lost,Stayed with Competitor,,Reputation.com,"I just want to let you know we will not be moving forward with Chatmeter, as we will renew with our current vendor. There just isn’t enough reason for us to switch, even though Chatmeter was one of our top 3 contenders. It seems most of the leaders in this space are on pretty even ground.  I appreciate the time and work you’ve put in to share Chatmeter with us, and wish you all the best.
I already called and emailed with my rebuttals.  Will re-open an opp if they reconsider."
0060h000018Ob1OAAS,0010h00001awfj1AAA,TRUE,TRUE,New Business,Healthcare,7/19/2019,Closed Won,Product Feature: All-In-One Dash,,,"Date of when they first heard about us or when we first started reaching out
-Met Jim at the Digital Healthcare Transformation conference in Nashville. He attended the round table ran by Tania and me and wanted to meet after. We were not originally scheduled to meet. 

Number of pitches throughout sales cycle
Two pitches - one for Jim at the conference with an example demo, then a couple weks later with him and Liz over the phone using their locations. 

Titles of Champion and Decision Maker
	- Champion - VP of marketing and Customer Navigation
	- DM - CFO

Favorite Chatmeter products
	- All in one product, they are new to Local SEO and were handling reviews/lisitngs manually and need a tool to help and track results. 
	
State if the contact ever went dark, how long, and how they came back
	- No Jim and I stayed in touch post conference to signing. 
	
Any marketing content downloads (case study, downloads, webinars, etc.)
	- No
	
Participation from other Chatmeter departments that assisted in the close
	- Marketing setting up the conference and helping us with great talking points for our Voice Engine Optimization round table. 
	
Any hurdles the contact had to overcome on their side to sign the contract
	- CFO pushed back and Jim was on vacation. I kept following up with CFO directly to get the agreement signed.
	
Length of sales cycle
	- About 1 month

Competitors won against
None"
0060h000018Nld7AAC,0010h00001awFJoAAM,TRUE,FALSE,New Business,Healthcare,7/18/2019,Closed Lost,Customer Stopped Responding,,SweetIQ,"The champion - or at least user of SweetIQ changed roles, now works in HR, and the team stopped responding to all outreach after our first meeting and saying once that they needed more time to discuss."
0060h000018l7aDAAQ,0010L00001mutbbQAA,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,Customer Stopped Responding,,,reached out (mau and I) many many times with no response
0060h000018Ni5nAAC,001E000001XrQG1IAN,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,No Show,,Reputation.com,"She cancelled first meeting, had a quick call to discuss rescheduled and never got back me"
0060h000018MuKSAA0,0010h00001avwyGAAQ,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,Delayed Opportunity,,,They currently don't have the budget or resources at this moment - reach back out in October
0060h000018O4MLAA0,001E000001cEQOAIA4,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,No Show,,,Brett never rescheduled the meeting
0060h000017HCfQAAW,0010h00001Xn6XDAAZ,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,Referrals Only,,,They have no desire to be a reseller - they would like to be a referral partner but he continually pushes things off so this isn't really a priority at all.
0060h000018O2b5AAC,0010h00001Xn6XuAAJ,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,Other (Explain),,,solely focusing on review generation
0060h000018ktx0AAA,0010h00001ZpNMQAA3,TRUE,FALSE,New Business,Healthcare,7/11/2019,Closed Lost,Champion Left - New Main Contact,,,Also needed a more robust social listening tool
0060h000018lMnPAAU,001E000001EqDwpIAF,TRUE,FALSE,New Business,Healthcare,7/10/2019,Closed Lost,Lost to Competitor,,,"We both agree that Chatmeter looks like a great platform and has lots of great functionality, however, we have decided to go with a different vendor whose offering aligns just a little better with our needs."
0060h000018NkP0AAK,0010L00001mutUcQAI,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,No Show,,,No Show and still in rescheduling
0060h000018NkO2AAK,0010L00001muu2gQAA,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,Opened in Error (Not an Opp),,,This was not really an opp.  He does marketing for 8 physicians only.
0060h000018Nj9kAAC,0010L00001rIvRJQA0,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,Locked in Contract,,Reputation.com,In contract through Dec 2019
0060h000018NmBdAAK,0010L00001rIvRJQA0,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,Locked in Contract,Reputation.com,Reputation.com,In contract with rep.com through December
0060h000016ypn0AAA,0010h00001ZJ5nTAAT,TRUE,FALSE,New Business,Healthcare,7/8/2019,Closed Lost,Customer Stopped Responding,,,Need to reach back out - stopped responding
0060h000017Inr9AAC,0010L00001qXBUOQA4,TRUE,FALSE,New Business,Healthcare,7/3/2019,Closed Lost,Delayed Opportunity,,,Jill is only one person that is handling all marketing and reputation - she doesn't even have control of all listings - until she has that completed there was so sense in us continuing the conversation.
0060h000017Hh50AAC,0010h00001ZJPoiAAH,TRUE,FALSE,New Business,Healthcare,7/3/2019,Closed Lost,Customer Stopped Responding,,,Had an initial call with him and then stopped responding to emails and out reach.
0060h000018l6UWAAY,001E000001cEPpoIAG,TRUE,FALSE,New Business,Healthcare,7/3/2019,Closed Lost,No Show,,,Prospect never showed for FPB after Trade Show
0060h000018NDmFAAW,001E000001cEPqhIAG,TRUE,FALSE,New Business,Healthcare,7/2/2019,Closed Lost,Other (Explain),,,5 locations only
0060h000018NjkgAAC,0010L00001qXBUHQA4,TRUE,FALSE,New Business,Healthcare,7/1/2019,Closed Lost,No Show,,,No Show and needs to go to a new BDR.
